epoch,acc,loss,lr,val_acc,val_loss
0,0.7801389,0.016685345387086273,0.001,0.9794521,0.012831760570406914
1,0.83994794,0.012444709204137325,0.001,0.9794521,0.012433148920536041
2,0.85010993,0.010274368049576878,0.001,0.9794521,0.011450283229351044
3,0.8665509,0.009834477216936649,0.001,0.9794521,0.010337433777749538
4,0.8731597,0.009325634739361703,0.001,0.9794521,0.01091737300157547
5,0.88858217,0.008691216274164616,0.000100000005,0.9794521,0.010920644737780094
6,0.88872105,0.007980372123420239,1e-04,0.9794521,0.010982785373926163
7,0.888316,0.00802513948176056,1e-04,0.9794521,0.011057640425860882
8,0.8894097,0.00824897994287312,1e-04,0.9794521,0.010986441746354103
